Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote
Greece,<1000 ,<1000 , 1100,,1100 ,<1000 , 1400,,1400 ,1100 , 1700,,1700 ,1400 , 2000,,2000 ,1600 , 2400,,2300 ,1900 , 2800,,2700 ,2300 , 3200,,3100 ,2600 , 3600,,3400 ,2900 , 3900,,3800 ,3200 , 4300,,4100 ,3500 , 4600,,4400 ,3700 , 4900,,4700 ,4000 , 5200,,5000 ,4200 , 5500,,5300 ,4400 , 5900,,5600 ,4700 , 6400,,5900 ,4900 , 6800,,6300 ,5200 , 7300,,6800 ,5600 , 7700,,7300 ,6000 , 8300,,7900 ,6400 , 9000,,8500 ,6900 , 9600,,9100 ,7400 , 10 000,,9700 ,7900 , 11 000,,10 000 ,8500 , 12 000,,11 000 ,9000 , 12 000,,12 000 ,9600 , 13 000,,12 000 ,10 000 , 14 000,,13 000 ,10 000 , 15 000,,13 000 ,11 000 , 15 000,,14 000 ,11 000 , 16 000,,14 000 ,12 000 , 16 000,,15 000 ,12 000 , 17 000,,15 000 ,12 000 , 17 000,
Guatemala,4200 ,3900 , 4600,,5900 ,5600 , 6600,,8200 ,7800 , 9100,,11 000 ,10 000 , 12 000,,13 000 ,12 000 , 14 000,,16 000 ,15 000 , 17 000,,18 000 ,17 000 , 20 000,,20 000 ,19 000 , 22 000,,22 000 ,21 000 , 24 000,,24 000 ,23 000 , 26 000,,25 000 ,24 000 , 27 000,,26 000 ,25 000 , 28 000,,26 000 ,25 000 , 28 000,,27 000 ,26 000 , 29 000,,27 000 ,26 000 , 29 000,,27 000 ,26 000 , 30 000,,28 000 ,27 000 , 30 000,,28 000 ,27 000 , 30 000,,28 000 ,27 000 , 31 000,,29 000 ,28 000 , 32 000,,30 000 ,29 000 , 32 000,,30 000 ,29 000 , 32 000,,30 000 ,29 000 , 33 000,,30 000 ,29 000 , 33 000,,31 000 ,29 000 , 33 000,,31 000 ,30 000 , 33 000,,31 000 ,30 000 , 33 000,,31 000 ,30 000 , 34 000,,32 000 ,30 000 , 34 000,,32 000 ,31 000 , 34 000,,33 000 ,31 000 , 35 000,,33 000 ,32 000 , 36 000,,34 000 ,32 000 , 36 000,,35 000 ,33 000 , 37 000,
Guinea,13 000 ,5800 , 25 000,,17 000 ,8400 , 31 000,,21 000 ,12 000 , 37 000,,27 000 ,16 000 , 43 000,,33 000 ,21 000 , 49 000,,40 000 ,28 000 , 58 000,,47 000 ,36 000 , 66 000,,54 000 ,42 000 , 71 000,,61 000 ,49 000 , 78 000,,68 000 ,55 000 , 85 000,,73 000 ,60 000 , 91 000,,77 000 ,64 000 , 94 000,,81 000 ,69 000 , 98 000,,85 000 ,72 000 , 100 000,,88 000 ,75 000 , 110 000,,90 000 ,77 000 , 110 000,,92 000 ,80 000 , 110 000,,95 000 ,83 000 , 110 000,,98 000 ,86 000 , 110 000,,100 000 ,89 000 , 120 000,,100 000 ,92 000 , 120 000,,110 000 ,95 000 , 120 000,,110 000 ,98 000 , 120 000,,110 000 ,100 000 , 130 000,,110 000 ,100 000 , 130 000,,120 000 ,100 000 , 130 000,,120 000 ,110 000 , 140 000,,120 000 ,110 000 , 140 000,,120 000 ,110 000 , 140 000,,120 000 ,110 000 , 140 000,,120 000 ,110 000 , 140 000,,120 000 ,110 000 , 140 000,,120 000 ,110 000 , 140 000,,130 000 ,110 000 , 150 000,
Guinea-Bissau,1800 ,1100 , 2600,,2500 ,1600 , 3400,,3400 ,2200 , 4600,,4700 ,3200 , 6300,,6400 ,4400 , 8500,,8500 ,6000 , 11 000,,11 000 ,8100 , 14 000,,14 000 ,11 000 , 17 000,,18 000 ,14 000 , 21 000,,21 000 ,18 000 , 25 000,,25 000 ,22 000 , 29 000,,28 000 ,25 000 , 33 000,,31 000 ,27 000 , 35 000,,33 000 ,29 000 , 37 000,,34 000 ,30 000 , 38 000,,35 000 ,31 000 , 39 000,,36 000 ,31 000 , 40 000,,36 000 ,32 000 , 41 000,,36 000 ,32 000 , 41 000,,37 000 ,33 000 , 42 000,,37 000 ,33 000 , 42 000,,37 000 ,34 000 , 42 000,,37 000 ,34 000 , 42 000,,37 000 ,34 000 , 42 000,,37 000 ,33 000 , 42 000,,37 000 ,33 000 , 42 000,,36 000 ,32 000 , 42 000,,36 000 ,32 000 , 42 000,,36 000 ,32 000 , 42 000,,35 000 ,31 000 , 42 000,,35 000 ,31 000 , 41 000,,35 000 ,31 000 , 41 000,,35 000 ,30 000 , 41 000,,34 000 ,30 000 , 41 000,
Guyana,<1000 ,<500 , 1600,,<1000 ,<500 , 1900,,1300 ,<1000 , 2400,,1600 ,<1000 , 2700,,1900 ,1100 , 3000,,2300 ,1400 , 3400,,2600 ,1800 , 3900,,3000 ,2000 , 4300,,3300 ,2300 , 4800,,3700 ,2700 , 5200,,4000 ,2900 , 5600,,4300 ,3100 , 6000,,4600 ,3400 , 6300,,4900 ,3500 , 6700,,5100 ,3700 , 7200,,5400 ,3900 , 7800,,5700 ,4100 , 8400,,6000 ,4300 , 8900,,6200 ,4500 , 9500,,6500 ,4700 , 9900,,6700 ,5000 , 10 000,,6900 ,5100 , 11 000,,7200 ,5200 , 11 000,,7400 ,5400 , 12 000,,7700 ,5500 , 12 000,,7900 ,5800 , 12 000,,8100 ,6000 , 13 000,,8400 ,6100 , 13 000,,9100 ,6700 , 14 000,,9100 ,6700 , 14 000,,9500 ,6900 , 14 000,,9700 ,7100 , 14 000,,10 000 ,7200 , 15 000,,10 000 ,7500 , 15 000,
Haiti,83 000 ,64 000 , 110 000,,94 000 ,74 000 , 120 000,,100 000 ,83 000 , 130 000,,110 000 ,90 000 , 130 000,,110 000 ,95 000 , 140 000,,120 000 ,99 000 , 140 000,,120 000 ,100 000 , 150 000,,120 000 ,100 000 , 150 000,,120 000 ,110 000 , 150 000,,120 000 ,110 000 , 150 000,,120 000 ,110 000 , 140 000,,120 000 ,110 000 , 140 000,,120 000 ,110 000 , 140 000,,120 000 ,110 000 , 140 000,,120 000 ,100 000 , 140 000,,110 000 ,100 000 , 130 000,,110 000 ,100 000 , 130 000,,110 000 ,100 000 , 130 000,,110 000 ,100 000 , 130 000,,110 000 ,100 000 , 130 000,,110 000 ,100 000 , 130 000,,110 000 ,100 000 , 130 000,,110 000 ,100 000 , 130 000,,120 000 ,100 000 , 130 000,,120 000 ,110 000 , 130 000,,120 000 ,110 000 , 130 000,,120 000 ,110 000 , 140 000,,120 000 ,110 000 , 140 000,,130 000 ,110 000 , 140 000,,130 000 ,120 000 , 150 000,,130 000 ,120 000 , 150 000,,140 000 ,120 000 , 150 000,,140 000 ,120 000 , 160 000,,140 000 ,120 000 , 160 000,
Honduras,13 000 ,8900 , 19 000,,16 000 ,11 000 , 22 000,,19 000 ,14 000 , 26 000,,22 000 ,17 000 , 29 000,,25 000 ,19 000 , 32 000,,28 000 ,22 000 , 35 000,,30 000 ,25 000 , 37 000,,32 000 ,28 000 , 39 000,,34 000 ,29 000 , 40 000,,35 000 ,30 000 , 41 000,,35 000 ,31 000 , 41 000,,35 000 ,31 000 , 40 000,,34 000 ,31 000 , 39 000,,33 000 ,30 000 , 37 000,,32 000 ,29 000 , 36 000,,31 000 ,28 000 , 34 000,,30 000 ,27 000 , 32 000,,29 000 ,26 000 , 31 000,,28 000 ,25 000 , 30 000,,26 000 ,24 000 , 29 000,,25 000 ,24 000 , 27 000,,24 000 ,23 000 , 26 000,,24 000 ,22 000 , 25 000,,23 000 ,21 000 , 25 000,,22 000 ,21 000 , 24 000,,22 000 ,20 000 , 23 000,,21 000 ,19 000 , 23 000,,21 000 ,19 000 , 23 000,,21 000 ,19 000 , 22 000,,20 000 ,18 000 , 22 000,,20 000 ,18 000 , 22 000,,20 000 ,18 000 , 22 000,,20 000 ,18 000 , 22 000,,20 000 ,17 000 , 22 000,
Hungary,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Iceland,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 500 000 ,2 200 000 , 3 000 000,
Indonesia,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,1500 ,1300 , 1700,,2600 ,2300 , 2900,,4300 ,3800 , 4800,,6900 ,6100 , 7800,,11 000 ,9600 , 12 000,,17 000 ,15 000 , 19 000,,26 000 ,23 000 , 29 000,,43 000 ,37 000 , 48 000,,74 000 ,67 000 , 82 000,,110 000 ,100 000 , 130 000,,150 000 ,140 000 , 170 000,,190 000 ,170 000 , 210 000,,240 000 ,210 000 , 260 000,,280 000 ,250 000 , 310 000,,320 000 ,290 000 , 350 000,,350 000 ,320 000 , 390 000,,390 000 ,350 000 , 430 000,,420 000 ,380 000 , 470 000,,450 000 ,410 000 , 500 000,,480 000 ,430 000 , 530 000,,500 000 ,460 000 , 550 000,,520 000 ,470 000 , 570 000,,530 000 ,490 000 , 580 000,,550 000 ,500 000 , 590 000,,560 000 ,510 000 , 600 000,,560 000 ,510 000 , 610 000,,570 000 ,520 000 , 620 000,,570 000 ,520 000 , 620 000,,570 000 ,520 000 , 620 000,,570 000 ,520 000 , 630 000,,570 000 ,520 000 , 630 000,
Iran (Islamic Republic of),<1000 ,<500 , 6900,,1100 ,<500 , 6500,,1300 ,<500 , 6000,,1600 ,<500 , 6100,,2000 ,<500 , 6500,,2700 ,<1000 , 7800,,4100 ,1300 , 10 000,,5800 ,2100 , 14 000,,7800 ,3300 , 18 000,,10 000 ,5000 , 22 000,,14 000 ,7600 , 27 000,,19 000 ,11 000 , 33 000,,24 000 ,14 000 , 38 000,,30 000 ,19 000 , 44 000,,37 000 ,25 000 , 51 000,,42 000 ,30 000 , 56 000,,47 000 ,34 000 , 62 000,,50 000 ,37 000 , 66 000,,52 000 ,38 000 , 68 000,,53 000 ,39 000 , 70 000,,53 000 ,39 000 , 70 000,,52 000 ,38 000 , 69 000,,50 000 ,37 000 , 68 000,,49 000 ,36 000 , 67 000,,47 000 ,35 000 , 66 000,,46 000 ,34 000 , 66 000,,45 000 ,32 000 , 67 000,,44 000 ,31 000 , 68 000,,43 000 ,30 000 , 68 000,,43 000 ,30 000 , 68 000,,43 000 ,29 000 , 68 000,,43 000 ,29 000 , 69 000,,43 000 ,30 000 , 74 000,,43 000 ,30 000 , 77 000,
Iraq,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1100,,1000 ,<1000 , 1200,,1200 ,<1000 , 1400,,1300 ,1100 , 1500,,1500 ,1300 , 1800,,1800 ,1500 , 2100,,2100 ,1700 , 2400,,2400 ,2000 , 2900,,2900 ,2400 , 3500,,3400 ,2800 , 4300,
Ireland,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1100 ,<1000 , 1200,,1200 ,1000 , 1300,,1400 ,1200 , 1500,,1500 ,1400 , 1700,,1700 ,1600 , 1900,,1900 ,1700 , 2100,,2200 ,2000 , 2400,,2400 ,2200 , 2600,,2600 ,2400 , 2900,,2900 ,2600 , 3100,,3200 ,2900 , 3400,,3500 ,3200 , 3800,,3800 ,3400 , 4100,,4100 ,3700 , 4400,,4300 ,3900 , 4700,,4600 ,4100 , 5000,,4800 ,4300 , 5200,,5100 ,4500 , 5500,,5400 ,4700 , 5800,,5600 ,4900 , 6100,,5900 ,5200 , 6400,,6200 ,5400 , 6800,,6400 ,5600 , 7100,,6700 ,5800 , 7400,,6900 ,5900 , 7700,,7100 ,6100 , 8000,,7300 ,6200 , 8300,,8000 ,6800 , 9000,,8600 ,7300 , 9700,
Israel,<1000 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<1000 , 1200,,1200 ,<1000 , 1500,,1400 ,1200 , 1700,,1700 ,1400 , 2000,,2000 ,1600 , 2300,,2300 ,1900 , 2600,,2500 ,2100 , 2900,,2800 ,2400 , 3200,,3100 ,2600 , 3500,,3400 ,2900 , 3800,,3700 ,3100 , 4100,,3900 ,3400 , 4400,,4200 ,3700 , 4700,,4500 ,3900 , 5000,,4800 ,4200 , 5300,,5100 ,4400 , 5500,,5400 ,4700 , 5800,,5600 ,5000 , 6100,,5900 ,5200 , 6400,,6200 ,5500 , 6700,,6500 ,5800 , 7100,,6800 ,6000 , 7400,,7100 ,6300 , 7700,,7400 ,6500 , 8000,,7700 ,6800 , 8400,,8000 ,7000 , 8800,,8300 ,7300 , 9200,,8600 ,7400 , 9600,,8900 ,7600 , 10 000,,9100 ,7700 , 10 000,,9400 ,7800 , 11 000,,9600 ,8000 , 11 000,
Italy,45 000 ,37 000 , 52 000,,51 000 ,42 000 , 58 000,,56 000 ,47 000 , 63 000,,60 000 ,50 000 , 67 000,,63 000 ,53 000 , 70 000,,65 000 ,55 000 , 72 000,,67 000 ,57 000 , 75 000,,70 000 ,60 000 , 78 000,,74 000 ,63 000 , 81 000,,77 000 ,67 000 , 85 000,,81 000 ,70 000 , 89 000,,85 000 ,73 000 , 93 000,,89 000 ,77 000 , 97 000,,93 000 ,81 000 , 100 000,,97 000 ,85 000 , 110 000,,100 000 ,88 000 , 110 000,,100 000 ,91 000 , 110 000,,110 000 ,95 000 , 120 000,,110 000 ,98 000 , 120 000,,120 000 ,100 000 , 130 000,,120 000 ,100 000 , 130 000,,120 000 ,110 000 , 140 000,,130 000 ,110 000 , 140 000,,130 000 ,110 000 , 140 000,,130 000 ,110 000 , 150 000,,130 000 ,120 000 , 150 000,,140 000 ,120 000 , 150 000,,140 000 ,120 000 , 150 000,,140 000 ,120 000 , 150 000,,140 000 ,120 000 , 160 000,,140 000 ,120 000 , 160 000,,140 000 ,120 000 , 160 000,,140 000 ,120 000 , 160 000,,140 000 ,120 000 , 160 000,
Jamaica,3900 ,1600 , 15 000,,5600 ,2700 , 18 000,,7600 ,4200 , 20 000,,9900 ,6000 , 21 000,,12 000 ,7900 , 23 000,,15 000 ,9700 , 25 000,,18 000 ,13 000 , 27 000,,21 000 ,16 000 , 29 000,,23 000 ,19 000 , 30 000,,25 000 ,21 000 , 30 000,,26 000 ,23 000 , 31 000,,27 000 ,24 000 , 30 000,,27 000 ,24 000 , 30 000,,27 000 ,24 000 , 29 000,,26 000 ,24 000 , 29 000,,26 000 ,24 000 , 28 000,,26 000 ,24 000 , 28 000,,25 000 ,23 000 , 28 000,,25 000 ,23 000 , 28 000,,25 000 ,23 000 , 27 000,,25 000 ,23 000 , 27 000,,25 000 ,23 000 , 28 000,,25 000 ,23 000 , 28 000,,25 000 ,23 000 , 27 000,,25 000 ,23 000 , 27 000,,25 000 ,23 000 , 27 000,,25 000 ,23 000 , 27 000,,25 000 ,24 000 , 28 000,,26 000 ,24 000 , 28 000,,26 000 ,24 000 , 28 000,,26 000 ,24 000 , 28 000,,26 000 ,24 000 , 28 000,,26 000 ,24 000 , 29 000,,26 000 ,24 000 , 29 000,
Japan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Jordan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,
Kazakhstan,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,1300 ,<1000 , 1700,,1700 ,1300 , 2200,,2300 ,1700 , 2900,,2900 ,2200 , 3500,,3600 ,2800 , 4400,,4400 ,3600 , 5300,,5300 ,4300 , 6300,,6200 ,5100 , 7400,,7200 ,6100 , 8500,,8300 ,7100 , 9700,,9700 ,8400 , 11 000,,11 000 ,9900 , 13 000,,13 000 ,11 000 , 15 000,,15 000 ,13 000 , 17 000,,17 000 ,15 000 , 19 000,,19 000 ,17 000 , 21 000,,21 000 ,18 000 , 23 000,,23 000 ,20 000 , 26 000,,25 000 ,22 000 , 28 000,,27 000 ,24 000 , 30 000,,29 000 ,26 000 , 32 000,,31 000 ,28 000 , 34 000,,32 000 ,29 000 , 36 000,,34 000 ,30 000 , 38 000,,35 000 ,31 000 , 40 000,,37 000 ,32 000 , 42 000,,38 000 ,34 000 , 44 000,,40 000 ,35 000 , 46 000,
Kenya,690 000 ,620 000 , 790 000,,900 000 ,810 000 , 1 000 000,,1 100 000 ,1 000 000 , 1 300 000,,1 300 000 ,1 200 000 , 1 500 000,,1 500 000 ,1 300 000 , 1 700 000,,1 600 000 ,1 400 000 , 1 800 000,,1 700 000 ,1 500 000 , 1 900 000,,1 700 000 ,1 500 000 , 1 900 000,,1 700 000 ,1 600 000 , 2 000 000,,1 700 000 ,1 600 000 , 2 000 000,,1 700 000 ,1 600 000 , 2 000 000,,1 700 000 ,1 500 000 , 1 900 000,,1 700 000 ,1 500 000 , 1 900 000,,1 600 000 ,1 500 000 , 1 900 000,,1 600 000 ,1 400 000 , 1 800 000,,1 600 000 ,1 400 000 , 1 800 000,,1 500 000 ,1 400 000 , 1 700 000,,1 500 000 ,1 400 000 , 1 700 000,,1 500 000 ,1 300 000 , 1 700 000,,1 500 000 ,1 300 000 , 1 700 000,,1 500 000 ,1 300 000 , 1 700 000,,1 500 000 ,1 300 000 , 1 700 000,,1 500 000 ,1 400 000 , 1 700 000,,1 500 000 ,1 400 000 , 1 700 000,,1 500 000 ,1 400 000 , 1 700 000,,1 500 000 ,1 300 000 , 1 700 000,,1 500 000 ,1 300 000 , 1 700 000,,1 500 000 ,1 300 000 , 1 700 000,,1 500 000 ,1 300 000 , 1 700 000,,1 500 000 ,1 300 000 , 1 700 000,,1 500 000 ,1 300 000 , 1 700 000,,1 400 000 ,1 300 000 , 1 600 000,,1 400 000 ,1 300 000 , 1 600 000,,1 400 000 ,1 300 000 , 1 600 000,
Kuwait,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1200,,1100 ,<1000 , 1500,
Kyrgyzstan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<1000 ,<500 , 1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1200,,1200 ,<1000 , 1500,,1600 ,1300 , 1900,,2200 ,1800 , 2500,,2800 ,2400 , 3100,,3400 ,2900 , 3700,,4000 ,3500 , 4300,,4600 ,4000 , 4900,,5200 ,4600 , 5600,,5800 ,5200 , 6200,,6500 ,5900 , 6900,,7100 ,6500 , 7500,,7700 ,7000 , 8200,,8300 ,7600 , 8800,,8900 ,8100 , 9400,,9400 ,8700 , 10 000,,9900 ,9200 , 11 000,,10 000 ,9700 , 11 000,,11 000 ,10 000 , 12 000,,12 000 ,11 000 , 12 000,
